customerID,Contract,tenure,MonthlyCharges,Churn,Churn_Probability,MRR_at_Risk,Risk_Tier
9442-JTWDL,1,11,20.05,No,0.0343,0.69,Low Risk
0979-PHULV,0,69,99.45,Yes,0.4094,40.71,Medium Risk
3067-SVMTC,1,68,55.9,No,0.0163,0.91,Low Risk
5495-GPSRW,2,20,19.7,No,0.0086,0.17,Low Risk
7606-BPHHN,2,72,19.8,No,0.0074,0.15,Low Risk
4742-DRORA,1,60,95.4,No,0.0996,9.5,Low Risk
0111-KLBQG,0,32,93.95,No,0.3163,29.72,Medium Risk
4800-VHZKI,0,1,19.9,Yes,0.4919,9.79,Medium Risk
7989-CHGTL,0,1,19.6,Yes,0.4023,7.89,Medium Risk
0334-GDDSO,0,3,81.35,Yes,0.774,62.96,High Risk
4163-NCJAK,1,46,24.45,No,0.0216,0.53,Low Risk
5233-AOZUF,0,29,74.95,No,0.4195,31.44,Medium Risk
5973-EJGDP,0,51,87.35,No,0.3885,33.94,Medium Risk
1996-DBMUS,0,48,70.65,No,0.3625,25.61,Medium Risk
7916-VCCPB,0,16,73.25,No,0.3343,24.49,Medium Risk
4686-GEFRM,2,70,98.7,No,0.0864,8.53,Low Risk
5249-QYHEX,2,40,24.8,No,0.0201,0.5,Low Risk
0578-SKVMF,0,22,83.3,Yes,0.4633,38.59,Medium Risk
5564-NEMQO,0,1,75.3,Yes,0.8101,61.0,High Risk
2233-FAGXV,0,5,24.3,No,0.1907,4.63,Low Risk
5605-IYGFG,0,7,69.85,No,0.4633,32.36,Medium Risk
7663-ZTEGJ,1,29,100.55,No,0.0668,6.72,Low Risk
3935-TBRZZ,1,44,25.7,No,0.0124,0.32,Low Risk
8111-BKVDS,0,10,40.7,No,0.1636,6.66,Low Risk
2055-SIFSS,0,55,51.65,No,0.1232,6.36,Low Risk
2806-MLNTI,1,52,105.1,No,0.2577,27.08,Low Risk
8734-DKSTZ,0,10,85.95,No,0.5524,47.48,Medium Risk
4360-PNRQB,0,18,75.6,No,0.3887,29.39,Medium Risk
6152-ONASV,1,68,58.25,No,0.0181,1.05,Low Risk
9063-ZGTUY,0,61,19.4,Yes,0.4008,7.78,Medium Risk
7781-HVGMK,2,72,65.2,No,0.0025,0.16,Low Risk
2181-UAESM,0,2,53.45,No,0.4507,24.09,Medium Risk
2957-LOLHO,0,12,45.4,Yes,0.2701,12.26,Low Risk
6048-NJXHX,2,41,19.75,No,0.0061,0.12,Low Risk
2320-SLKMB,0,26,44.45,No,0.1784,7.93,Low Risk
4980-URKXC,1,36,20.85,No,0.0415,0.87,Low Risk
4376-KFVRS,2,72,114.05,No,0.0207,2.36,Low Risk
5886-VLQVU,0,35,89.85,No,0.2874,25.82,Low Risk
3577-AMVUX,0,1,55.05,No,0.4338,23.88,Medium Risk
0771-WLCLA,0,16,112.95,No,0.447,50.49,Medium Risk
5628-RKIFK,0,49,101.55,No,0.3157,32.06,Medium Risk
0206-TBWLC,1,54,114.65,No,0.1569,17.99,Low Risk
2937-FTHUR,0,18,64.8,No,0.1997,12.94,Low Risk
1910-FMXJM,0,36,80.4,No,0.3751,30.16,Medium Risk
7752-XUSCI,0,60,105.9,Yes,0.4085,43.26,Medium Risk
4110-PFEUZ,0,1,69.55,Yes,0.8468,58.89,High Risk
0732-OCQOC,2,52,25.05,No,0.022,0.55,Low Risk
5168-MSWXT,0,8,94.75,No,0.5556,52.64,Medium Risk
1090-ESELR,2,72,105.5,No,0.0489,5.16,Low Risk
8592-PLTMQ,1,64,24.7,No,0.0098,0.24,Low Risk
5760-WRAHC,0,22,69.75,No,0.1746,12.18,Low Risk
8847-GEOOQ,0,60,60.2,No,0.0922,5.55,Low Risk
0256-LTHVJ,0,28,81.05,Yes,0.432,35.01,Medium Risk
4785-FCIFB,2,61,24.4,No,0.0055,0.13,Low Risk
8313-NDOIA,0,24,104.15,No,0.587,61.14,Medium Risk
5149-CUZUJ,1,28,92.9,No,0.0785,7.29,Low Risk
0942-KOWSM,2,30,80.8,No,0.0316,2.55,Low Risk
4237-CLSMM,0,2,20.0,No,0.1934,3.87,Low Risk
1452-VOQCH,0,1,75.1,No,0.8469,63.6,High Risk
4719-UMSIY,0,6,19.65,No,0.0923,1.81,Low Risk
6614-VBEGU,0,24,69.45,No,0.1435,9.97,Low Risk
0880-TKATG,0,4,101.15,Yes,0.7785,78.75,High Risk
3811-VBYBZ,0,7,99.8,Yes,0.8191,81.75,High Risk
1480-BKXGA,2,72,116.05,No,0.0294,3.41,Low Risk
2996-XAUVF,2,70,40.05,No,0.0485,1.94,Low Risk
9076-AXYIK,2,64,102.1,No,0.0896,9.15,Low Risk
5968-XQIVE,1,72,89.7,No,0.1942,17.42,Low Risk
8896-RAZCR,2,44,19.9,No,0.0112,0.22,Low Risk
4640-UHDOS,0,13,55.95,Yes,0.2891,16.18,Low Risk
4933-IKULF,1,17,20.65,No,0.0103,0.21,Low Risk
3583-EKAPL,0,1,55.0,Yes,0.6706,36.88,High Risk
1304-BCCFO,0,9,70.05,No,0.2542,17.81,Low Risk
4104-PVRPS,0,24,53.6,No,0.0675,3.62,Low Risk
9399-APLBT,0,1,74.7,Yes,0.8189,61.17,High Risk
2359-KMGLI,0,24,80.25,Yes,0.5102,40.94,Medium Risk
3780-DDGSE,0,35,76.05,No,0.1464,11.13,Low Risk
4431-EDMIQ,0,7,75.7,No,0.1858,14.07,Low Risk
0306-JAELE,0,5,96.1,Yes,0.7304,70.19,High Risk
6227-HWPWX,0,15,69.0,Yes,0.3163,21.82,Medium Risk
0486-LGCCH,2,11,19.65,No,0.0141,0.28,Low Risk
0447-BEMNG,0,48,45.3,Yes,0.1396,6.32,Low Risk
4612-SSVHJ,0,20,81.45,No,0.454,36.98,Medium Risk
5168-MQQCA,1,72,108.5,No,0.1591,17.26,Low Risk
5949-XIKAE,0,8,83.55,Yes,0.6535,54.6,High Risk
7971-HLVXI,2,72,84.5,No,0.1042,8.8,Low Risk
9094-AZPHK,0,15,100.15,No,0.6701,67.11,High Risk
3649-JPUGY,2,72,88.6,No,0.0267,2.37,Low Risk
8372-JUXUI,0,1,74.35,Yes,0.8541,63.5,High Risk
3552-CTCYF,2,63,104.8,No,0.1576,16.52,Low Risk
6778-YSNIH,0,2,59.0,No,0.3988,23.53,Medium Risk
0388-EOPEX,0,2,74.4,Yes,0.529,39.36,Medium Risk
5756-OZRIO,1,61,64.05,No,0.0529,3.39,Low Risk
6579-JPICP,0,1,20.4,No,0.2531,5.16,Low Risk
8205-OTCHB,1,22,43.75,Yes,0.3543,15.5,Medium Risk
4134-BSXLX,0,28,60.9,No,0.0718,4.37,Low Risk
0505-SPOOW,2,70,19.8,No,0.0045,0.09,Low Risk
6235-VDHOM,0,5,28.45,Yes,0.5804,16.51,Medium Risk
7783-YKGDV,0,12,99.7,Yes,0.6837,68.16,High Risk
4374-YMUSQ,1,34,116.25,No,0.1602,18.62,Low Risk
4513-CXYIX,2,71,80.7,No,0.034,2.74,Low Risk
3957-HHLMR,1,70,65.2,No,0.0255,1.66,Low Risk
7803-XOCCZ,0,52,84.05,No,0.1233,10.36,Low Risk
5736-YEJAX,2,69,79.45,No,0.031,2.46,Low Risk
5609-CEBID,0,20,94.1,Yes,0.6053,56.96,High Risk
8981-FJGLA,0,11,78.0,No,0.463,36.11,Medium Risk
7218-HKQFK,0,2,94.2,Yes,0.7701,72.54,High Risk
4636-QRJKY,0,6,80.5,Yes,0.7587,61.08,High Risk
1135-LMECX,0,1,19.85,No,0.333,6.61,Medium Risk
4332-MUOEZ,1,20,94.3,No,0.0898,8.47,Low Risk
8535-SFUTN,0,61,106.45,No,0.2641,28.11,Low Risk
5956-VKDTT,0,5,74.35,Yes,0.7255,53.94,High Risk
8677-HDZEE,0,56,105.45,No,0.3134,33.05,Medium Risk
2475-MROZF,0,30,95.0,No,0.1885,17.91,Low Risk
9412-GHEEC,0,40,104.8,Yes,0.4619,48.41,Medium Risk
3482-ABPKK,1,28,54.3,No,0.023,1.25,Low Risk
6705-LXORM,0,5,70.05,No,0.4846,33.95,Medium Risk
0257-ZESQC,0,27,75.2,Yes,0.3962,29.79,Medium Risk
7531-GQHME,0,12,20.05,No,0.1333,2.67,Low Risk
5174-ITUMV,1,67,105.4,No,0.2395,25.24,Low Risk
4109-CYRBD,0,29,51.6,No,0.223,11.51,Low Risk
0913-XWSCN,0,55,85.5,No,0.2529,21.62,Low Risk
6825-UYPFK,0,23,75.6,Yes,0.3663,27.69,Medium Risk
8397-MVTAZ,0,34,100.05,Yes,0.5651,56.54,Medium Risk
0750-EBAIU,1,52,91.25,No,0.1629,14.86,Low Risk
8606-CIQUL,2,72,115.75,No,0.0311,3.6,Low Risk
3571-DPYUH,1,58,94.7,No,0.0661,6.26,Low Risk
7601-GNDYK,2,35,19.6,No,0.0061,0.12,Low Risk
0356-OBMAC,2,56,99.9,No,0.0857,8.56,Low Risk
8067-NIOYM,2,24,21.1,No,0.0067,0.14,Low Risk
1403-GYAFU,2,70,20.05,No,0.0013,0.03,Low Risk
4234-XTNEA,0,2,79.95,No,0.7547,60.34,High Risk
1297-VQDRP,1,68,107.15,No,0.1841,19.73,Low Risk
9282-IZGQK,0,1,85.0,Yes,0.8763,74.49,High Risk
5348-CAGXB,0,12,89.55,No,0.6607,59.17,High Risk
0621-HJWXJ,0,63,81.55,No,0.269,21.94,Low Risk
5844-QVTAT,1,33,58.45,No,0.0493,2.88,Low Risk
8905-IAZPF,1,69,95.65,No,0.1544,14.77,Low Risk
5394-MEITZ,2,60,80.6,No,0.0165,1.33,Low Risk
6859-QNXIQ,2,72,113.1,No,0.0282,3.19,Low Risk
2782-LFZVW,0,11,58.95,No,0.2295,13.53,Low Risk
2866-IKBTM,0,1,19.55,No,0.319,6.24,Medium Risk
1342-JPNKI,0,10,86.05,Yes,0.6893,59.31,High Risk
2817-NTQDO,0,13,45.55,Yes,0.3363,15.32,Medium Risk
7129-AZJDE,1,34,78.95,No,0.152,12.0,Low Risk
6986-IJDHX,0,39,86.3,Yes,0.3405,29.39,Medium Risk
2560-PPCHE,1,65,105.05,No,0.1713,18.0,Low Risk
4676-MQUEA,1,50,101.9,No,0.1325,13.5,Low Risk
8138-EALND,0,15,19.75,No,0.1085,2.14,Low Risk
3580-HYCSP,2,72,110.3,No,0.0507,5.59,Low Risk
1352-HNSAW,2,72,115.6,No,0.0309,3.57,Low Risk
2075-PUEPR,2,55,19.35,No,0.0105,0.2,Low Risk
1982-FEBTD,2,23,25.6,No,0.053,1.36,Low Risk
5301-GAUUY,0,32,80.35,Yes,0.3571,28.69,Medium Risk
5791-KAJFD,1,56,68.75,No,0.0381,2.62,Low Risk
2654-VBVPB,0,1,19.9,No,0.2681,5.34,Low Risk
1154-HYWWO,1,38,70.6,No,0.0415,2.93,Low Risk
2501-XWWTZ,0,11,70.2,No,0.3896,27.35,Medium Risk
3716-UVSPD,0,1,49.3,No,0.5372,26.48,Medium Risk
6815-ABQFQ,1,56,107.25,No,0.2578,27.65,Low Risk
7343-EOBEU,0,3,23.6,No,0.3256,7.68,Medium Risk
3701-SFMUH,0,7,69.7,No,0.1376,9.59,Low Risk
6103-LIANB,2,59,99.5,No,0.1164,11.58,Low Risk
7319-VENRZ,0,7,64.3,No,0.1834,11.79,Low Risk
5846-NEQVZ,2,71,70.85,No,0.0105,0.74,Low Risk
6967-QIQRV,1,15,101.9,No,0.2012,20.5,Low Risk
5781-RFZRP,2,71,73.5,No,0.0283,2.08,Low Risk
0939-YAPAF,0,35,100.25,Yes,0.5752,57.66,Medium Risk
0308-IVGOK,1,11,40.4,No,0.1187,4.8,Low Risk
7293-LSCDV,2,60,19.25,No,0.0182,0.35,Low Risk
7025-WCBNE,2,47,59.6,No,0.0222,1.32,Low Risk
5756-JYOJT,1,11,64.9,No,0.1366,8.87,Low Risk
4710-FDUIZ,1,56,100.3,Yes,0.2408,24.15,Low Risk
6030-REHUX,0,28,110.85,No,0.4514,50.04,Medium Risk
9548-LIGTA,2,61,81.05,No,0.0214,1.73,Low Risk
5150-LJNSR,1,31,98.05,No,0.1313,12.87,Low Risk
8270-RKSAP,0,9,70.5,No,0.4932,34.77,Medium Risk
6522-YRBXD,0,35,94.55,No,0.325,30.73,Medium Risk
2640-LYMOV,0,2,19.65,No,0.1531,3.01,Low Risk
1218-VKFPE,0,12,19.0,Yes,0.247,4.69,Low Risk
3627-FHKBK,0,1,75.3,Yes,0.6318,47.57,High Risk
2865-TCHJW,0,4,89.2,Yes,0.8032,71.65,High Risk
1423-BMPBQ,0,1,19.0,No,0.2305,4.38,Low Risk
2393-DIVAI,0,3,20.0,No,0.1432,2.86,Low Risk
5192-EBGOV,0,1,85.7,Yes,0.8739,74.89,High Risk
4568-KNYWR,2,52,63.25,No,0.0224,1.42,Low Risk
8752-IMQOS,1,5,20.1,No,0.0342,0.69,Low Risk
0742-LAFQK,2,72,99.15,No,0.0658,6.52,Low Risk
0795-LAFGP,2,71,90.4,No,0.0219,1.98,Low Risk
0619-OLYUR,2,72,111.9,No,0.0701,7.84,Low Risk
5512-IDZEI,1,46,24.9,No,0.0425,1.06,Low Risk
0459-SPZHJ,2,63,83.5,No,0.0376,3.14,Low Risk
0215-BQKGS,0,30,84.3,No,0.2514,21.19,Low Risk
9244-ZVAPM,0,1,45.6,No,0.4989,22.75,Medium Risk
0719-SYFRB,0,12,61.65,Yes,0.1653,10.19,Low Risk
8208-EUMTE,2,16,54.85,No,0.0398,2.18,Low Risk
5172-MIGPM,0,4,65.55,No,0.2599,17.04,Low Risk
1710-RCXUS,1,51,90.35,No,0.1331,12.03,Low Risk
0374-FIUCA,2,65,20.4,No,0.0059,0.12,Low Risk
5839-SUYVZ,0,16,74.55,No,0.3285,24.49,Medium Risk
5173-ZXXXL,1,2,19.95,No,0.0172,0.34,Low Risk
1096-ADRUX,1,66,74.25,No,0.0793,5.89,Low Risk
2001-MCUUW,2,46,108.65,No,0.1762,19.14,Low Risk
2731-GJRDG,1,32,109.55,No,0.2688,29.45,Low Risk
4723-BEGSG,2,72,86.65,No,0.0163,1.41,Low Risk
6516-NKQBO,2,38,81.0,No,0.0518,4.2,Low Risk
8672-OAUPW,1,51,47.85,No,0.0435,2.08,Low Risk
8207-DMRVL,2,72,114.55,No,0.0243,2.78,Low Risk
3419-SNJJD,0,65,105.25,Yes,0.4153,43.71,Medium Risk
6543-CPZMK,0,9,29.95,Yes,0.2961,8.87,Low Risk
4765-OXPPD,0,9,65.0,Yes,0.3406,22.14,Medium Risk
2804-ETQDK,2,66,20.55,No,0.0098,0.2,Low Risk
6689-VRRTK,1,44,109.8,No,0.2019,22.17,Low Risk
7138-GIRSH,2,50,69.5,No,0.0287,1.99,Low Risk
9396-ZSFLL,0,15,48.85,No,0.212,10.36,Low Risk
6464-KEXXH,0,8,25.25,No,0.2566,6.48,Low Risk
7134-MJPDY,1,66,102.85,No,0.1989,20.46,Low Risk
5240-CAOYT,0,57,87.55,No,0.1504,13.17,Low Risk
4059-IIEBK,0,7,78.55,No,0.6655,52.28,High Risk
4881-JVQOD,0,10,34.55,No,0.2464,8.51,Low Risk
0516-UXRMT,1,62,92.05,No,0.1248,11.49,Low Risk
4851-BQDNX,1,40,85.05,No,0.2926,24.89,Low Risk
5148-HKFIR,2,20,19.7,No,0.0082,0.16,Low Risk
1009-IRMNA,0,7,20.0,Yes,0.2116,4.23,Low Risk
3003-CMDUU,0,25,95.15,No,0.358,34.06,Medium Risk
5016-IBERQ,0,23,84.25,No,0.3632,30.6,Medium Risk
6797-UCJHZ,1,66,104.6,No,0.1499,15.68,Low Risk
2469-DTSGX,2,72,111.65,No,0.0737,8.23,Low Risk
4554-YGZIH,0,49,90.05,Yes,0.4239,38.17,Medium Risk
5099-BAILX,0,43,110.75,Yes,0.5006,55.44,Medium Risk
9931-KGHOA,0,46,55.0,No,0.0915,5.03,Low Risk
1775-KWJKQ,2,72,89.85,No,0.0126,1.13,Low Risk
7665-VIGUD,1,10,20.35,No,0.0278,0.57,Low Risk
9411-TPQQV,1,40,54.55,No,0.0398,2.17,Low Risk
7207-RMRDB,0,65,105.5,Yes,0.503,53.07,Medium Risk
7954-MLBUN,2,31,99.45,No,0.0721,7.17,Low Risk
2077-DDHJK,2,68,70.9,No,0.0349,2.47,Low Risk
4913-EHYUI,1,56,104.55,Yes,0.2908,30.4,Low Risk
0195-IESCP,0,10,85.25,Yes,0.7427,63.32,High Risk
9574-BOSMD,2,68,25.4,No,0.0032,0.08,Low Risk
4580-TMHJU,0,43,56.15,Yes,0.3644,20.46,Medium Risk
0970-ETWGE,0,1,89.55,Yes,0.8035,71.95,High Risk
4908-XAXAY,1,49,89.85,No,0.0954,8.57,Low Risk
8404-VLQFB,0,15,25.25,No,0.1268,3.2,Low Risk
1626-ERCMM,0,20,94.55,Yes,0.6003,56.76,High Risk
0887-HJGAR,0,1,45.7,Yes,0.5369,24.54,Medium Risk
2391-IPLOP,1,50,69.65,No,0.0662,4.61,Low Risk
5644-PDMZC,0,2,89.5,Yes,0.7627,68.26,High Risk
3509-GWQGF,0,24,70.0,No,0.314,21.98,Medium Risk
9576-ANLXO,0,3,69.55,Yes,0.5602,38.96,Medium Risk
2024-BASKD,0,1,74.6,Yes,0.7865,58.67,High Risk
5845-BZZIB,2,35,20.1,No,0.0147,0.3,Low Risk
1140-UKVZG,0,17,24.8,No,0.157,3.89,Low Risk
4160-AMJTL,0,8,19.65,Yes,0.3106,6.1,Medium Risk
5183-SNMJQ,0,10,95.1,No,0.4634,44.07,Medium Risk
8100-PNJMH,2,68,88.85,No,0.0158,1.4,Low Risk
7838-LAZFO,1,45,78.8,No,0.0662,5.22,Low Risk
4464-JCOLN,1,2,19.85,Yes,0.0436,0.87,Low Risk
2085-JVGAD,0,37,20.35,No,0.0907,1.85,Low Risk
5650-VDUDS,0,4,24.25,Yes,0.5224,12.67,Medium Risk
8095-WANWK,0,10,45.25,No,0.2302,10.42,Low Risk
3030-ZKIWL,0,1,20.05,No,0.3398,6.81,Medium Risk
9565-FLVCG,2,65,69.55,No,0.0143,0.99,Low Risk
8755-OGKNA,2,57,19.5,No,0.0072,0.14,Low Risk
2800-VEQXM,0,3,74.75,No,0.5753,43.0,Medium Risk
7538-GWHML,0,2,69.65,Yes,0.6332,44.1,High Risk
5533-RJFTJ,0,49,30.2,No,0.1939,5.86,Low Risk
3859-CVCET,0,4,45.65,Yes,0.4402,20.1,Medium Risk
0214-JHPFW,2,70,57.8,No,0.0198,1.14,Low Risk
5642-MHDQT,1,53,19.85,No,0.0121,0.24,Low Risk
3088-FVYWK,2,53,25.55,No,0.0135,0.34,Low Risk
3276-HDUEG,0,1,75.05,Yes,0.8232,61.78,High Risk
9092-GDZKO,0,22,24.85,No,0.1981,4.92,Low Risk
0823-HSCDJ,0,52,49.15,Yes,0.4008,19.7,Medium Risk
3729-OWRVL,2,65,110.35,No,0.1501,16.56,Low Risk
2324-AALNO,1,48,24.55,No,0.0404,0.99,Low Risk
0822-GAVAP,0,2,34.7,Yes,0.727,25.23,High Risk
5760-IFJOZ,0,3,107.95,No,0.5205,56.19,Medium Risk
2826-UWHIS,0,45,81.4,No,0.2253,18.34,Low Risk
1448-PWKYE,0,1,80.0,Yes,0.7483,59.86,High Risk
7501-IWUNG,2,61,73.8,No,0.0142,1.05,Low Risk
4957-TREIR,0,3,64.4,No,0.2621,16.88,Low Risk
7251-LJBQN,1,40,103.75,No,0.199,20.65,Low Risk
8040-MNRTF,0,1,71.1,No,0.8116,57.7,High Risk
1536-HBSWP,0,1,49.9,No,0.5289,26.39,Medium Risk
5313-FPXWG,1,51,24.6,No,0.0214,0.53,Low Risk
0067-DKWBL,0,2,49.25,Yes,0.7018,34.56,High Risk
0946-FKYTX,1,52,30.1,No,0.1615,4.86,Low Risk
5076-YVXCM,0,51,83.4,No,0.2961,24.69,Low Risk
8262-COGGB,0,1,20.45,No,0.3474,7.1,Medium Risk
6663-JOCQO,1,31,75.25,No,0.0814,6.13,Low Risk
9620-QJREV,1,47,20.55,No,0.0095,0.2,Low Risk
2276-YDAVZ,0,3,75.1,Yes,0.7513,56.42,High Risk
2682-KEVRP,1,22,20.05,No,0.0063,0.13,Low Risk
2480-JZOSN,0,1,20.65,No,0.4175,8.62,Medium Risk
0078-XZMHT,2,72,85.15,No,0.0135,1.15,Low Risk
5896-NPFWW,0,3,50.15,Yes,0.6102,30.6,High Risk
9978-HYCIN,1,47,84.95,No,0.0886,7.53,Low Risk
8338-QIUNR,2,72,66.5,No,0.0245,1.63,Low Risk
1525-LNLOJ,2,66,63.3,No,0.0208,1.32,Low Risk
9450-TRJUU,0,35,83.15,No,0.4593,38.19,Medium Risk
1766-GKNMI,0,29,84.9,No,0.5545,47.08,Medium Risk
6942-LBFDP,0,2,20.55,No,0.1596,3.28,Low Risk
1456-TWCGB,0,4,49.25,No,0.3385,16.67,Medium Risk
7133-VBDCG,0,25,79.85,Yes,0.347,27.71,Medium Risk
7596-ZYWBB,2,65,59.6,No,0.0193,1.15,Low Risk
8329-UTMVM,1,27,104.65,No,0.2112,22.1,Low Risk
3014-WJKSM,0,29,75.3,No,0.296,22.29,Low Risk
3347-YJZZE,0,29,80.1,No,0.1038,8.31,Low Risk
1029-QFBEN,0,1,19.55,Yes,0.327,6.39,Medium Risk
7929-DMBCV,0,20,81.0,No,0.2693,21.81,Low Risk
9661-JALZV,2,58,24.7,No,0.0102,0.25,Low Risk
5433-KYGHE,0,14,86.0,No,0.2869,24.67,Low Risk
4312-KFRXN,2,72,25.4,No,0.0039,0.1,Low Risk
5575-TPIZQ,0,46,89.15,No,0.2849,25.4,Low Risk
0114-IGABW,2,71,58.25,No,0.0214,1.25,Low Risk
9944-AEXBM,0,32,85.65,No,0.4083,34.97,Medium Risk
1853-ARAAQ,0,26,50.35,No,0.2198,11.07,Low Risk
6952-OMNWB,0,68,80.35,No,0.2554,20.52,Low Risk
4697-LUPSU,1,2,20.2,No,0.031,0.63,Low Risk
8434-VGEQQ,2,61,20.55,No,0.0017,0.03,Low Risk
4952-YSOGZ,0,4,85.95,Yes,0.8078,69.43,High Risk
1589-AGTLK,0,3,45.35,Yes,0.5552,25.18,Medium Risk
5244-IRFIH,0,33,94.5,Yes,0.5585,52.78,Medium Risk
6549-YMFAW,0,9,21.25,No,0.1829,3.89,Low Risk
4950-HKQTE,2,22,26.25,No,0.022,0.58,Low Risk
6786-OBWQR,0,5,80.85,No,0.6049,48.91,High Risk
2684-EIWEO,0,30,91.7,Yes,0.487,44.66,Medium Risk
2753-JMMCV,2,65,74.2,No,0.0321,2.38,Low Risk
6439-GTPCA,0,45,87.25,Yes,0.4831,42.15,Medium Risk
6621-YOBKI,0,5,20.35,No,0.1434,2.92,Low Risk
1216-JWVUX,0,25,75.5,No,0.3701,27.94,Medium Risk
7564-GHCVB,2,72,79.05,No,0.037,2.92,Low Risk
1173-NOEYG,0,27,90.15,No,0.3332,30.04,Medium Risk
7595-EHCDL,0,32,50.6,No,0.1625,8.22,Low Risk
6647-ZEDXT,1,30,110.45,No,0.1398,15.44,Low Risk
2521-NPUZR,2,70,101.0,No,0.075,7.57,Low Risk
1307-TVUFB,0,42,79.35,No,0.353,28.01,Medium Risk
7503-MIOGA,2,72,89.85,No,0.0282,2.53,Low Risk
4381-MHQDC,2,47,65.0,No,0.03,1.95,Low Risk
6923-JHPMP,0,2,80.45,No,0.4829,38.85,Medium Risk
5138-WVKYJ,0,10,98.55,Yes,0.678,66.82,High Risk
4018-PPNDW,2,61,24.1,No,0.0065,0.16,Low Risk
1635-FJFCC,0,5,44.05,No,0.3844,16.93,Medium Risk
2499-AJYUA,2,72,110.8,No,0.0594,6.58,Low Risk
6919-ELBGL,2,72,114.95,No,0.0296,3.4,Low Risk
3966-HRMZA,0,3,75.05,No,0.6495,48.74,High Risk
6425-JWTDV,2,48,19.25,No,0.0123,0.24,Low Risk
8405-IGQFX,1,63,90.05,No,0.0699,6.29,Low Risk
8224-IVVPA,0,27,56.7,No,0.1076,6.1,Low Risk
9477-LGWQI,2,70,80.15,No,0.0183,1.47,Low Risk
1410-RSCMR,0,7,71.35,No,0.1285,9.17,Low Risk
0139-IVFJG,0,2,90.35,No,0.3552,32.09,Medium Risk
6683-VLCTZ,0,20,98.55,Yes,0.6597,65.01,High Risk
5730-DBDSI,2,66,19.7,No,0.0191,0.38,Low Risk
0030-FNXPP,0,3,19.85,No,0.1799,3.57,Low Risk
2189-WWOEW,0,15,85.9,Yes,0.5294,45.48,Medium Risk
5684-FJVYR,2,72,90.35,No,0.023,2.08,Low Risk
4013-GUXND,0,1,20.8,No,0.2488,5.18,Low Risk
1894-IGFSG,0,22,89.25,Yes,0.4249,37.92,Medium Risk
7379-POKDZ,0,3,70.3,Yes,0.5731,40.29,Medium Risk
1266-NZYUI,2,72,66.85,No,0.0203,1.36,Low Risk
7969-FFOWG,2,65,19.9,No,0.0032,0.06,Low Risk
4718-DHSMV,0,11,35.8,No,0.2991,10.71,Low Risk
5175-WLYXL,0,22,78.85,No,0.36,28.39,Medium Risk
7817-OMJNA,1,14,20.4,No,0.0216,0.44,Low Risk
8728-SKJLR,0,41,74.25,No,0.3627,26.93,Medium Risk
3137-NYQQI,1,17,64.8,No,0.0563,3.65,Low Risk
7706-DZNKK,0,11,20.45,No,0.0877,1.79,Low Risk
0236-HFWSV,0,15,93.35,Yes,0.665,62.08,High Risk
3900-AQPHZ,0,1,19.9,Yes,0.3364,6.69,Medium Risk
5842-POCOP,0,5,88.9,Yes,0.7405,65.83,High Risk
2037-XJFUP,1,33,95.8,Yes,0.407,38.99,Medium Risk
8823-RLPWL,2,72,110.65,No,0.0388,4.29,Low Risk
9505-SQFSW,0,3,40.3,No,0.293,11.81,Low Risk
7314-OXENN,0,2,82.0,Yes,0.7216,59.17,High Risk
3758-CKOQL,1,59,107.0,No,0.1249,13.36,Low Risk
0322-CHQRU,0,2,45.35,Yes,0.5569,25.26,Medium Risk
5676-CFLYY,2,71,73.35,No,0.0111,0.81,Low Risk
7521-AFHAB,0,5,44.8,No,0.2765,12.39,Low Risk
0285-INHLN,0,27,54.75,No,0.1199,6.56,Low Risk
4678-DVQEO,0,1,52.2,Yes,0.5914,30.87,Medium Risk
5125-CNDSP,1,63,40.6,No,0.0146,0.59,Low Risk
0691-IFBQW,1,46,110.0,Yes,0.3635,39.98,Medium Risk
4992-LTJNE,2,72,55.3,No,0.0211,1.17,Low Risk
2202-OUTMO,0,34,60.85,No,0.0727,4.42,Low Risk
0810-BDHAW,1,24,78.4,No,0.0638,5.0,Low Risk
0229-LFJAF,2,72,69.65,No,0.0151,1.05,Low Risk
7131-ZQZNK,2,60,59.85,No,0.0142,0.85,Low Risk
3442-ZHHCC,1,68,76.9,No,0.0841,6.47,Low Risk
5726-CVNYA,2,8,19.85,No,0.0561,1.11,Low Risk
9871-ELEYA,2,34,67.65,No,0.029,1.96,Low Risk
4257-GAESD,0,6,45.0,No,0.3171,14.27,Medium Risk
5173-WXOQV,0,2,64.2,No,0.2836,18.21,Low Risk
2040-OBMLJ,1,31,81.7,No,0.0494,4.04,Low Risk
6286-ZHAOK,0,20,25.55,No,0.0839,2.14,Low Risk
3807-XHCJH,0,1,20.0,No,0.4152,8.3,Medium Risk
3009-JWMPU,1,62,96.75,Yes,0.329,31.83,Medium Risk
5671-RQRLP,2,70,75.65,No,0.066,4.99,Low Risk
1450-GALXR,0,10,98.5,Yes,0.7685,75.7,High Risk
8859-AXJZP,2,39,23.8,No,0.01,0.24,Low Risk
3174-AKMAS,2,46,64.2,No,0.033,2.12,Low Risk
3138-BKYAV,0,6,85.35,Yes,0.7242,61.81,High Risk
9926-PJHDQ,2,72,76.8,No,0.0434,3.33,Low Risk
